timeGE,Longitude,Latitude,AltMSL
2022-07-17T18:55:10.992,-115.112927222001,36.5412445868363,12933.7698514494
2022-07-17T18:55:11.398,-115.113024766838,36.5408907865471,12934.2874855918
2022-07-17T18:55:11.930,-115.113152488231,36.5404273254387,12934.7719302788
2022-07-17T18:55:12.797,-115.113360430186,36.5396724247769,12935.148011066
2022-07-17T18:55:13.797,-115.113599890758,36.5388031698766,12934.7009894314
2022-07-17T18:55:14.398,-115.113743771827,36.5382816654108,12933.8755673025
2022-07-17T18:55:15.102,-115.113912390502,36.5376711191316,12932.3221624957
2022-07-17T18:55:16.070,-115.114144315818,36.5368314557391,12928.9449285743
2022-07-17T18:55:16.797,-115.114318447531,36.5362002150205,12925.3107381937
2022-07-17T18:55:17.094,-115.114389548631,36.5359420871791,12923.3557960781
2022-07-17T18:55:17.594,-115.114509176463,36.5355072443856,12920.0646477352
2022-07-17T18:55:18.063,-115.11462130583,36.5350991549469,12916.2574710648
2022-07-17T18:55:18.594,-115.114748183284,36.5346370170294,12911.2302160432
2022-07-17T18:55:18.930,-115.114828437112,36.5343445792987,12907.4202630295
2022-07-17T18:55:19.398,-115.114940184734,36.5339372261111,12902.1135427604
2022-07-17T18:55:19.883,-115.115055955431,36.5335150065223,12895.9253047973
2022-07-17T18:55:20.195,-115.115130404868,36.533243369012,12892.4442365106
2022-07-17T18:55:20.820,-115.115279480476,36.5326992561524,12885.4709426672
2022-07-17T18:55:21.797,-115.115512911444,36.5318481336653,12876.9025796322
2022-07-17T18:55:22.398,-115.115657461028,36.5313236519338,12871.0914688954
2022-07-17T18:55:22.859,-115.115769302279,36.5309203015441,12865.9297194921
2022-07-17T18:55:23.195,-115.11585151719,36.5306254476724,12861.801726564
2022-07-17T18:55:37.805,-115.119207428807,36.5178735684492,12558.2634555249
2022-07-17T18:55:38.398,-115.119342533759,36.5173431579211,12547.9467796483
2022-07-17T18:55:38.852,-115.119444494134,36.5169422836561,12540.0531619746
2022-07-17T18:55:39.797,-115.119654707206,36.516117321348,12522.7272689497
2022-07-17T18:55:40.797,-115.119875957692,36.515251278005,12503.6460829689
2022-07-17T18:55:41.594,-115.120052003206,36.5145640162035,12488.5779895404
2022-07-17T18:55:41.938,-115.120127945648,36.5142679379383,12482.1438799388
2022-07-17T18:55:42.398,-115.120229492334,36.513872403087,12473.5401287272
2022-07-17T18:55:42.813,-115.120321104495,36.5135158676994,12465.8821440347
2022-07-17T18:55:43.195,-115.120405401094,36.5131879430741,12458.8331075221
2022-07-17T18:55:43.891,-115.120558785226,36.5125910408463,12446.1917701616
2022-07-17T18:55:44.594,-115.120713299012,36.5119889359539,12433.6451193258
2022-07-17T18:55:44.961,-115.120793832051,36.5116749623147,12427.3149602884
2022-07-17T18:55:46.039,-115.121029969517,36.5107543486087,12408.72119614
2022-07-17T18:55:46.797,-115.121195675855,36.5101085145973,12396.1482409993
2022-07-17T18:55:47.219,-115.121287803391,36.5097493083948,12389.3311122437
2022-07-17T18:55:47.594,-115.121369528637,36.5094301578525,12383.2732371645
2022-07-17T18:55:48.172,-115.121495174452,36.5089381579209,12374.1626265163
2022-07-17T18:55:48.797,-115.121630547517,36.508406236337,12364.5459988581
2022-07-17T18:55:49.094,-115.12169469099,36.5081535718462,12360.0433867253
2022-07-17T18:55:50.023,-115.121894568559,36.507363969102,12346.2568649321
2022-07-17T18:55:50.398,-115.121974944496,36.5070456151865,12340.8253201689
2022-07-17T18:55:50.977,-115.122098713032,36.5065545896956,12332.4390150546
2022-07-17T18:55:51.594,-115.122230102705,36.5060321481216,12323.6278951315
2022-07-17T18:55:51.898,-115.122294627577,36.5057751222034,12319.3125601274
2022-07-17T18:55:52.398,-115.122400487261,36.5053530262868,12312.2149696601
2022-07-17T18:55:52.891,-115.122504664602,36.504937638721,12305.22328976
2022-07-17T18:55:53.398,-115.122611712787,36.5045112507342,12298.0279067385
2022-07-17T18:55:53.906,-115.122718948885,36.5040845838574,12290.805555504
2022-07-17T18:55:54.594,-115.122864105221,36.5035071296671,12280.9918462988
2022-07-17T18:55:54.930,-115.12293493563,36.5032251307248,12276.1678985305
2022-07-17T18:55:55.594,-115.123074743499,36.5026675701863,12266.6348588929
2022-07-17T18:55:55.984,-115.123156755965,36.5023397833504,12260.9905572889
2022-07-17T18:55:56.398,-115.123243736155,36.5019915897234,12254.9989140477
2022-07-17T18:55:57.094,-115.123389919554,36.5014058124005,12244.860740422
2022-07-17T18:55:57.922,-115.123563999213,36.5007079279272,12232.723470991
2022-07-17T18:55:58.398,-115.123664207329,36.500306172486,12225.7053713235
2022-07-17T18:55:58.906,-115.123771306314,36.4998771259836,12218.1751769954
2022-07-17T18:55:59.195,-115.123832315969,36.4996329916033,12213.8486466318
2022-07-17T18:55:59.836,-115.123967846445,36.4990915670639,12204.2524322269
2022-07-17T18:56:00.906,-115.124194468797,36.4981885777839,12187.9830278479
2022-07-17T18:56:01.594,-115.124340199538,36.4976087333433,12177.3896802826
2022-07-17T18:56:02.039,-115.124434374876,36.4972340916209,12170.4622117364
2022-07-17T18:56:02.594,-115.124551699156,36.4967673819815,12161.8223352352
2022-07-17T18:56:03.016,-115.124640834211,36.4964129850595,12155.1789761732
2022-07-17T18:56:03.797,-115.124805881828,36.4957584073218,12142.8840391415
2022-07-17T18:56:04.797,-115.125017732741,36.4949231365288,12127.0540395631
2022-07-17T18:56:05.594,-115.125186585299,36.4942596449402,12114.4136045621
2022-07-17T18:56:05.898,-115.125250907148,36.4940070797909,12109.5862768698
