time,Longitude,Latitude,ortho_spline
2022-07-17T18:52:33.719,-115.186393,36.175275,3037.75191952808
2022-07-17T18:52:34.875,-115.185513,36.175511,3028.62209542817
2022-07-17T18:52:35.961,-115.18472,36.17579,3019.83881276731
2022-07-17T18:52:36.898,-115.184054,36.175983,3020.31579157563
2022-07-17T18:52:37.805,-115.183411,36.176198,3004.39016858776
2022-07-17T18:52:38.859,-115.18266,36.176434,2995.41133008619
2022-07-17T18:52:39.789,-115.182037,36.176648,2982.0813535457
2022-07-17T18:52:40.695,-115.181415,36.176863,2980.33146478899
2022-07-17T18:52:41.844,-115.1806,36.177185,2971.47580698962
2022-07-17T18:52:42.859,-115.179913,36.177464,2970.91698583267
2022-07-17T18:52:44.016,-115.179226,36.177742,2955.39554759473
2022-07-17T18:52:45.094,-115.178497,36.178064,2947.46333111881
2022-07-17T18:52:46.039,-115.177853,36.178408,2940.47431781522
2022-07-17T18:52:46.945,-115.177338,36.178708,2933.71131408677
2022-07-17T18:52:48.000,-115.17678,36.179073,2925.71859357566
2022-07-17T18:52:48.930,-115.176201,36.179438,2918.53957204912
2022-07-17T18:52:49.844,-115.175707,36.179802,2911.34499922781
2022-07-17T18:52:50.719,-115.175278,36.180124,2904.31861182818
2022-07-17T18:52:51.648,-115.174828,36.180532,2880.34233108801
2022-07-17T18:52:53.109,-115.174184,36.181154,2884.35060700105
2022-07-17T18:52:53.711,-115.173948,36.181433,2879.10227892557
2022-07-17T18:52:54.719,-115.173583,36.181927,2876.0171091687
2022-07-17T18:52:55.875,-115.173175,36.182549,2859.35128226273
2022-07-17T18:52:57.336,-115.172768,36.183279,2845.10622020705
2022-07-17T18:52:58.250,-115.172532,36.183794,2835.78015500419
2022-07-17T18:52:59.297,-115.172317,36.184309,2824.71894552136
2022-07-17T18:53:00.219,-115.172188,36.184802,2804.879201827
2022-07-17T18:53:01.211,-115.172017,36.185338,2803.6866038123
2022-07-17T18:53:02.141,-115.171909,36.185896,2793.19263790272
2022-07-17T18:53:03.211,-115.171802,36.186454,2780.93851335821
2022-07-17T18:53:04.078,-115.171781,36.186926,2770.85883436127
2022-07-17T18:53:05.008,-115.171738,36.187398,2757.23612930561
2022-07-17T18:53:05.914,-115.171781,36.187892,2749.02932749999
2022-07-17T18:53:07.547,-115.171909,36.188836,2729.01961180591
2022-07-17T18:53:08.664,-115.172124,36.189437,2714.9807671569
2022-07-17T18:53:09.797,-115.172424,36.189973,2700.42397810742
2022-07-17T18:53:10.789,-115.172703,36.190467,2687.38872392857
2022-07-17T18:53:11.719,-115.173004,36.190917,2674.91276556633
2022-07-17T18:53:12.789,-115.173454,36.19139,2660.27983945159
2022-07-17T18:53:13.656,-115.173819,36.191754,2648.23422807476
2022-07-17T18:53:14.586,-115.174248,36.192162,2635.13956658396
2022-07-17T18:53:16.047,-115.174999,36.192741,2614.22805967736
2022-07-17T18:53:17.656,-115.17575,36.193342,2602.52105782598
2022-07-17T18:53:18.820,-115.176308,36.193728,2575.21143584241
2022-07-17T18:53:19.898,-115.176866,36.194179,2557.07802898084
2022-07-17T18:53:20.820,-115.177338,36.194501,2530.6378274529
2022-07-17T18:53:21.758,-115.17781,36.194909,2528.40309234787
2022-07-17T18:53:22.672,-115.178261,36.195252,2514.12612467806
2022-07-17T18:53:23.719,-115.178733,36.19566,2509.37384406105
2022-07-17T18:53:24.648,-115.179205,36.196046,2483.25296889186
2022-07-17T18:53:25.586,-115.179634,36.196432,2464.97150177724
2022-07-17T18:53:26.430,-115.180085,36.196733,2455.95744860075
2022-07-17T18:53:27.477,-115.180557,36.197162,2449.13283084144
2022-07-17T18:53:28.555,-115.181072,36.197569,2422.54512007919
2022-07-17T18:53:29.680,-115.181544,36.197999,2409.76361605068
2022-07-17T18:53:31.281,-115.182295,36.198556,2385.88202265401
2022-07-17T18:53:32.352,-115.182788,36.198986,2375.48599731362
2022-07-17T18:53:33.727,-115.183411,36.199501,2359.00865157125
2022-07-17T18:53:34.555,-115.183754,36.199758,2349.43616668926
2022-07-17T18:53:35.609,-115.184205,36.200144,2337.63195280671
2022-07-17T18:53:36.688,-115.184762,36.200509,2326.00041281511
2022-07-17T18:53:37.805,-115.185235,36.200917,2314.45789985437
2022-07-17T18:53:38.938,-115.185814,36.201324,2303.27387413117
2022-07-17T18:53:40.398,-115.186436,36.201818,2289.6545767377
2022-07-17T18:53:41.305,-115.186865,36.20214,2281.64443410326
2022-07-17T18:53:42.234,-115.187316,36.202505,2261.79505684322
2022-07-17T18:53:43.305,-115.187788,36.202891,2262.0286932311
2022-07-17T18:53:44.180,-115.188217,36.203191,2258.31974503735
2022-07-17T18:53:45.109,-115.188603,36.203535,2251.30476892297
2022-07-17T18:53:46.016,-115.189011,36.203835,2237.92276606937
2022-07-17T18:53:47.172,-115.189526,36.204307,2236.32236525085
2022-07-17T18:53:48.180,-115.189998,36.204629,2224.35800455704
2022-07-17T18:53:49.336,-115.190556,36.20508,2221.80723586572
2022-07-17T18:53:50.422,-115.190964,36.205401,2211.30534004318
2022-07-17T18:53:51.359,-115.191414,36.205766,2209.74528413285
2022-07-17T18:53:52.281,-115.191758,36.206045,2203.03502750887
2022-07-17T18:53:53.352,-115.192273,36.20641,2203.03502750887
2022-07-17T18:53:54.219,-115.192573,36.206689,2197.27939432615
2022-07-17T18:53:55.148,-115.192959,36.207011,2194.26477112586
2022-07-17T18:53:56.055,-115.19341,36.207311,2191.9601136885
2022-07-17T18:53:57.211,-115.193775,36.207633,2190.0741089868
2022-07-17T18:53:58.219,-115.194161,36.207955,2189.56299630113
2022-07-17T18:53:59.375,-115.194633,36.20832,2191.67186075143
2022-07-17T18:54:00.461,-115.195041,36.20862,2191.67186075143
