totsec,true_course_deg,hdg_deg_T,pitch_deg,bank_deg
18:51:40.195,328.804361,328.804361,7.326406,14.847432
18:51:41.797,332.904975,332.904975,7.350739,20.412530
18:51:42.195,338.004974,338.004974,7.287038,24.578910
18:51:43.594,343.836506,343.836506,7.126220,26.337316
18:51:44.195,350.190722,350.190722,6.851812,26.458494
18:51:45.797,356.678454,356.678454,6.451110,25.154509
18:51:46.594,2.996339,2.996339,5.912099,23.556618
18:51:47.594,9.024180,9.024180,5.240284,22.462203
18:51:48.797,14.810249,14.810249,4.461310,21.914373
18:51:49.594,20.415863,20.415863,3.633419,21.737736
18:51:50.797,25.788291,25.788291,2.848590,21.024228
18:51:51.594,30.812345,30.812345,2.202095,19.563444
18:51:52.594,35.339808,35.339808,1.777472,17.231127
18:51:54.195,39.170411,39.170411,1.618160,14.295030
18:51:55.797,42.228442,42.228442,1.715669,11.400819
18:51:56.195,44.533093,44.533093,2.014272,8.747689
18:51:57.195,46.224371,46.224371,2.419941,6.564480
18:51:58.797,47.419006,47.419006,2.828322,4.587752
18:52:00.195,48.274866,48.274866,3.145728,3.159312
18:52:01.797,48.902720,48.902720,3.315443,2.173076
18:52:02.797,49.344205,49.344205,3.326588,1.327852
18:52:03.797,49.636155,49.636155,3.202307,0.796720
18:52:04.594,49.837396,49.837396,2.982801,0.769137
18:52:05.195,50.138454,50.138454,2.703006,2.153587
18:52:06.594,50.829848,50.829848,2.390735,5.252714
18:52:07.797,52.169953,52.169953,2.067812,9.671564
18:52:08.195,54.321081,54.321081,1.751713,14.164703
18:52:09.594,57.270087,57.270087,1.454505,17.746831
18:52:10.195,60.886976,60.886976,1.178423,20.048664
18:52:11.797,64.938299,64.938299,0.923072,21.249917
18:52:12.398,69.175668,69.175668,0.688130,21.636460
18:52:13.797,73.451098,73.451098,0.474204,21.508878
18:52:14.195,77.720975,77.720975,0.285174,20.970763
18:52:15.594,82.066787,82.066787,0.127638,20.590291
18:52:16.594,86.563551,86.563551,0.011979,20.394170
18:52:17.594,91.205428,91.205428,-0.056342,20.464185
18:52:18.594,95.833151,95.833151,-0.079326,20.127820
18:52:19.594,100.224331,100.224331,-0.070432,19.444940
18:52:20.797,104.132572,104.132572,-0.046538,18.109269
